epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568490804984,2019-09-14T15:53:24.984,88.760,0.394,0.910,0.040
1568490804994,2019-09-14T15:53:24.994,88.770,0.393,0.907,0.039
1568490805004,2019-09-14T15:53:25.004,88.780,0.393,0.904,0.040
1568490805014,2019-09-14T15:53:25.014,88.790,0.395,0.904,0.041
1568490805024,2019-09-14T15:53:25.024,88.800,0.397,0.903,0.041
1568490805034,2019-09-14T15:53:25.034,88.810,0.398,0.904,0.041
1568490805044,2019-09-14T15:53:25.044,88.820,0.405,0.904,0.040
1568490805054,2019-09-14T15:53:25.054,88.830,0.407,0.900,0.040
1568490805064,2019-09-14T15:53:25.064,88.840,0.408,0.899,0.040
1568490805074,2019-09-14T15:53:25.074,88.850,0.410,0.900,0.037
1568490805084,2019-09-14T15:53:25.084,88.860,0.414,0.899,0.037
1568490805094,2019-09-14T15:53:25.094,88.870,0.417,0.899,0.036
1568490805104,2019-09-14T15:53:25.104,88.880,0.418,0.898,0.034
1568490805114,2019-09-14T15:53:25.114,88.890,0.421,0.898,0.036
1568490805124,2019-09-14T15:53:25.124,88.900,0.415,0.896,0.036
1568490805134,2019-09-14T15:53:25.134,88.910,0.415,0.894,0.033
1568490805144,2019-09-14T15:53:25.144,88.920,0.419,0.894,0.032
1568490805154,2019-09-14T15:53:25.154,88.930,0.422,0.896,0.033
1568490805164,2019-09-14T15:53:25.164,88.940,0.419,0.896,0.032
1568490805174,2019-09-14T15:53:25.174,88.950,0.420,0.896,0.031
1568490805184,2019-09-14T15:53:25.184,88.960,0.423,0.896,0.032
1568490805194,2019-09-14T15:53:25.194,88.970,0.424,0.896,0.029
1568490805204,2019-09-14T15:53:25.204,88.980,0.424,0.897,0.032
1568490805214,2019-09-14T15:53:25.214,88.990,0.429,0.900,0.034
1568490805224,2019-09-14T15:53:25.224,89.000,0.433,0.905,0.034
1568490805234,2019-09-14T15:53:25.234,89.010,0.431,0.902,0.033
1568490805244,2019-09-14T15:53:25.244,89.020,0.432,0.896,0.036
1568490805254,2019-09-14T15:53:25.254,89.030,0.429,0.892,0.035
1568490805264,2019-09-14T15:53:25.264,89.040,0.428,0.888,0.037
1568490805274,2019-09-14T15:53:25.274,89.050,0.429,0.885,0.036
1568490805284,2019-09-14T15:53:25.284,89.060,0.427,0.883,0.036
1568490805294,2019-09-14T15:53:25.294,89.070,0.430,0.882,0.037
1568490805304,2019-09-14T15:53:25.304,89.080,0.433,0.881,0.036
1568490805314,2019-09-14T15:53:25.314,89.090,0.435,0.877,0.035
1568490805324,2019-09-14T15:53:25.324,89.100,0.433,0.876,0.038
1568490805334,2019-09-14T15:53:25.334,89.110,0.435,0.871,0.039
1568490805344,2019-09-14T15:53:25.344,89.120,0.433,0.869,0.038
1568490805354,2019-09-14T15:53:25.354,89.130,0.436,0.864,0.036
1568490805364,2019-09-14T15:53:25.364,89.140,0.437,0.867,0.034
1568490805374,2019-09-14T15:53:25.374,89.150,0.439,0.868,0.037
1568490805384,2019-09-14T15:53:25.384,89.160,0.441,0.867,0.037
1568490805394,2019-09-14T15:53:25.394,89.170,0.441,0.866,0.038
1568490805404,2019-09-14T15:53:25.404,89.180,0.438,0.863,0.038
1568490805414,2019-09-14T15:53:25.414,89.190,0.440,0.860,0.042
1568490805424,2019-09-14T15:53:25.424,89.200,0.438,0.857,0.041
1568490805434,2019-09-14T15:53:25.434,89.210,0.435,0.853,0.042
1568490805444,2019-09-14T15:53:25.444,89.220,0.425,0.845,0.044
1568490805454,2019-09-14T15:53:25.454,89.230,0.414,0.835,0.048
1568490805464,2019-09-14T15:53:25.464,89.240,0.402,0.832,0.047
1568490805474,2019-09-14T15:53:25.474,89.250,0.401,0.836,0.048
1568490805484,2019-09-14T15:53:25.484,89.260,0.402,0.840,0.048
1568490805494,2019-09-14T15:53:25.494,89.270,0.401,0.843,0.052
1568490805504,2019-09-14T15:53:25.504,89.280,0.397,0.840,0.058
1568490805514,2019-09-14T15:53:25.514,89.290,0.397,0.837,0.057
1568490805524,2019-09-14T15:53:25.524,89.300,0.400,0.835,0.056
1568490805534,2019-09-14T15:53:25.534,89.310,0.400,0.835,0.058
1568490805544,2019-09-14T15:53:25.544,89.320,0.401,0.834,0.058
1568490805554,2019-09-14T15:53:25.554,89.330,0.402,0.833,0.060
1568490805564,2019-09-14T15:53:25.564,89.340,0.402,0.823,0.060
1568490805574,2019-09-14T15:53:25.574,89.350,0.392,0.809,0.060
1568490805584,2019-09-14T15:53:25.584,89.360,0.385,0.795,0.059
1568490805594,2019-09-14T15:53:25.594,89.370,0.381,0.784,0.061
1568490805604,2019-09-14T15:53:25.604,89.380,0.370,0.767,0.063
1568490805614,2019-09-14T15:53:25.614,89.390,0.371,0.750,0.063
1568490805624,2019-09-14T15:53:25.624,89.400,0.377,0.768,0.063
1568490805634,2019-09-14T15:53:25.634,89.410,0.385,0.800,0.066
1568490805644,2019-09-14T15:53:25.644,89.420,0.380,0.813,0.066
1568490805654,2019-09-14T15:53:25.654,89.430,0.371,0.813,0.063
1568490805664,2019-09-14T15:53:25.664,89.440,0.355,0.795,0.062
1568490805674,2019-09-14T15:53:25.674,89.450,0.330,0.757,0.065
1568490805684,2019-09-14T15:53:25.684,89.460,0.298,0.716,0.064
1568490805694,2019-09-14T15:53:25.694,89.470,0.272,0.679,0.064
1568490805704,2019-09-14T15:53:25.704,89.480,0.247,0.642,0.067
1568490805714,2019-09-14T15:53:25.714,89.490,0.208,0.607,0.068
1568490805724,2019-09-14T15:53:25.724,89.500,0.157,0.571,0.070
1568490805734,2019-09-14T15:53:25.734,89.510,0.105,0.540,0.071
1568490805744,2019-09-14T15:53:25.744,89.520,0.053,0.511,0.067
1568490805754,2019-09-14T15:53:25.754,89.530,0.004,0.479,0.065
1568490805764,2019-09-14T15:53:25.764,89.540,-0.031,0.475,0.061
1568490805774,2019-09-14T15:53:25.774,89.550,-0.046,0.514,0.052
1568490805784,2019-09-14T15:53:25.784,89.560,-0.050,0.577,0.042
1568490805794,2019-09-14T15:53:25.794,89.570,-0.073,0.645,0.036
1568490805804,2019-09-14T15:53:25.804,89.580,-0.103,0.688,0.030
1568490805814,2019-09-14T15:53:25.814,89.590,-0.110,0.724,0.030
1568490805824,2019-09-14T15:53:25.824,89.600,-0.116,0.755,0.028
1568490805834,2019-09-14T15:53:25.834,89.610,-0.135,0.754,0.019
1568490805844,2019-09-14T15:53:25.844,89.620,-0.157,0.751,0.014
1568490805854,2019-09-14T15:53:25.854,89.630,-0.175,0.764,0.007
1568490805864,2019-09-14T15:53:25.864,89.640,-0.176,0.779,0.003
1568490805874,2019-09-14T15:53:25.874,89.650,-0.178,0.803,0.002
1568490805884,2019-09-14T15:53:25.884,89.660,-0.190,0.820,0.001
1568490805894,2019-09-14T15:53:25.894,89.670,-0.218,0.791,-0.002
1568490805904,2019-09-14T15:53:25.904,89.680,-0.245,0.753,-0.000
1568490805914,2019-09-14T15:53:25.914,89.690,-0.250,0.761,0.010
1568490805924,2019-09-14T15:53:25.924,89.700,-0.259,0.773,0.016
1568490805934,2019-09-14T15:53:25.934,89.710,-0.289,0.744,0.019
1568490805944,2019-09-14T15:53:25.944,89.720,-0.316,0.724,0.021
1568490805954,2019-09-14T15:53:25.954,89.730,-0.348,0.736,0.017
1568490805964,2019-09-14T15:53:25.964,89.740,-0.344,0.762,0.021
1568490805974,2019-09-14T15:53:25.974,89.750,-0.344,0.783,0.024
1568490805984,2019-09-14T15:53:25.984,89.760,-0.357,0.777,0.021
1568490805994,2019-09-14T15:53:25.994,89.770,-0.369,0.763,0.019
1568490806004,2019-09-14T15:53:26.004,89.780,-0.375,0.754,0.024
1568490806014,2019-09-14T15:53:26.014,89.790,-0.378,0.763,0.022
1568490806024,2019-09-14T15:53:26.024,89.800,-0.371,0.795,0.027
1568490806034,2019-09-14T15:53:26.034,89.810,-0.401,0.802,0.021
1568490806044,2019-09-14T15:53:26.044,89.820,-0.452,0.774,0.014
1568490806054,2019-09-14T15:53:26.054,89.830,-0.490,0.766,0.015
1568490806064,2019-09-14T15:53:26.064,89.840,-0.515,0.786,0.014
1568490806074,2019-09-14T15:53:26.074,89.850,-0.526,0.795,0.012
1568490806084,2019-09-14T15:53:26.084,89.860,-0.540,0.782,0.019
1568490806094,2019-09-14T15:53:26.094,89.870,-0.559,0.770,0.016
1568490806104,2019-09-14T15:53:26.104,89.880,-0.571,0.776,0.008
1568490806114,2019-09-14T15:53:26.114,89.890,-0.590,0.781,-0.004
1568490806124,2019-09-14T15:53:26.124,89.900,-0.604,0.794,-0.013
1568490806134,2019-09-14T15:53:26.134,89.910,-0.602,0.841,-0.012
1568490806144,2019-09-14T15:53:26.144,89.920,-0.622,0.872,-0.016
1568490806154,2019-09-14T15:53:26.154,89.930,-0.663,0.856,-0.015
1568490806164,2019-09-14T15:53:26.164,89.940,-0.700,0.837,-0.014
1568490806174,2019-09-14T15:53:26.174,89.950,-0.708,0.851,-0.018
1568490806184,2019-09-14T15:53:26.184,89.960,-0.698,0.872,-0.026
1568490806194,2019-09-14T15:53:26.194,89.970,-0.707,0.876,-0.035
1568490806204,2019-09-14T15:53:26.204,89.980,-0.721,0.861,-0.043
1568490806214,2019-09-14T15:53:26.214,89.990,-0.744,0.841,-0.049
1568490806224,2019-09-14T15:53:26.224,90.000,-0.777,0.833,-0.056
1568490806234,2019-09-14T15:53:26.234,90.010,-0.798,0.872,-0.062
1568490806244,2019-09-14T15:53:26.244,90.020,-0.816,0.916,-0.069
1568490806254,2019-09-14T15:53:26.254,90.030,-0.830,0.932,-0.076
1568490806264,2019-09-14T15:53:26.264,90.040,-0.840,0.933,-0.070
1568490806274,2019-09-14T15:53:26.274,90.050,-0.844,0.943,-0.067
1568490806284,2019-09-14T15:53:26.284,90.060,-0.854,0.954,-0.068
1568490806294,2019-09-14T15:53:26.294,90.070,-0.867,0.952,-0.069
1568490806304,2019-09-14T15:53:26.304,90.080,-0.863,0.957,-0.076
1568490806314,2019-09-14T15:53:26.314,90.090,-0.885,0.950,-0.085
1568490806324,2019-09-14T15:53:26.324,90.100,-0.909,0.948,-0.076
1568490806334,2019-09-14T15:53:26.334,90.110,-0.902,0.991,-0.057
1568490806344,2019-09-14T15:53:26.344,90.120,-0.926,1.004,-0.052
1568490806354,2019-09-14T15:53:26.354,90.130,-0.956,0.958,-0.042
1568490806364,2019-09-14T15:53:26.364,90.140,-0.971,0.921,-0.037
1568490806374,2019-09-14T15:53:26.374,90.150,-0.977,0.880,-0.038
1568490806384,2019-09-14T15:53:26.384,90.160,-0.978,0.852,-0.043
1568490806394,2019-09-14T15:53:26.394,90.170,-0.969,0.871,-0.051
1568490806404,2019-09-14T15:53:26.404,90.180,-0.967,0.888,-0.062
1568490806414,2019-09-14T15:53:26.414,90.190,-0.982,0.865,-0.073
1568490806424,2019-09-14T15:53:26.424,90.200,-0.992,0.840,-0.080
1568490806434,2019-09-14T15:53:26.434,90.210,-1.003,0.831,-0.088
1568490806444,2019-09-14T15:53:26.444,90.220,-1.019,0.821,-0.099
1568490806454,2019-09-14T15:53:26.454,90.230,-1.036,0.823,-0.111
1568490806464,2019-09-14T15:53:26.464,90.240,-1.036,0.838,-0.124
1568490806474,2019-09-14T15:53:26.474,90.250,-1.028,0.877,-0.138
1568490806484,2019-09-14T15:53:26.484,90.260,-1.029,0.892,-0.155
1568490806494,2019-09-14T15:53:26.494,90.270,-1.042,0.863,-0.170
1568490806504,2019-09-14T15:53:26.504,90.280,-1.034,0.853,-0.175
1568490806514,2019-09-14T15:53:26.514,90.290,-1.019,0.884,-0.185
1568490806524,2019-09-14T15:53:26.524,90.300,-1.024,0.905,-0.195
1568490806534,2019-09-14T15:53:26.534,90.310,-1.039,0.902,-0.201
1568490806544,2019-09-14T15:53:26.544,90.320,-1.072,0.874,-0.202
1568490806554,2019-09-14T15:53:26.554,90.330,-1.084,0.830,-0.191
1568490806564,2019-09-14T15:53:26.564,90.340,-1.062,0.823,-0.181
1568490806574,2019-09-14T15:53:26.574,90.350,-1.051,0.878,-0.176
1568490806584,2019-09-14T15:53:26.584,90.360,-1.043,0.917,-0.172
1568490806594,2019-09-14T15:53:26.594,90.370,-1.035,0.895,-0.169
1568490806604,2019-09-14T15:53:26.604,90.380,-1.051,0.825,-0.167
1568490806614,2019-09-14T15:53:26.614,90.390,-1.042,0.752,-0.162
1568490806624,2019-09-14T15:53:26.624,90.400,-1.008,0.707,-0.159
1568490806634,2019-09-14T15:53:26.634,90.410,-0.976,0.678,-0.152
1568490806644,2019-09-14T15:53:26.644,90.420,-0.928,0.702,-0.147
1568490806654,2019-09-14T15:53:26.654,90.430,-0.882,0.779,-0.144
1568490806664,2019-09-14T15:53:26.664,90.440,-0.871,0.806,-0.156
1568490806674,2019-09-14T15:53:26.674,90.450,-0.879,0.736,-0.152
1568490806684,2019-09-14T15:53:26.684,90.460,-0.863,0.678,-0.147
1568490806694,2019-09-14T15:53:26.694,90.470,-0.813,0.682,-0.142
1568490806704,2019-09-14T15:53:26.704,90.480,-0.754,0.695,-0.145
1568490806714,2019-09-14T15:53:26.714,90.490,-0.713,0.683,-0.140
1568490806724,2019-09-14T15:53:26.724,90.500,-0.659,0.697,-0.137
1568490806734,2019-09-14T15:53:26.734,90.510,-0.577,0.780,-0.131
1568490806744,2019-09-14T15:53:26.744,90.520,-0.521,0.875,-0.139
1568490806754,2019-09-14T15:53:26.754,90.530,-0.509,0.904,-0.149
1568490806764,2019-09-14T15:53:26.764,90.540,-0.502,0.897,-0.157
1568490806774,2019-09-14T15:53:26.774,90.550,-0.487,0.912,-0.155
1568490806784,2019-09-14T15:53:26.784,90.560,-0.461,0.929,-0.156
1568490806794,2019-09-14T15:53:26.794,90.570,-0.438,0.931,-0.154
1568490806804,2019-09-14T15:53:26.804,90.580,-0.417,0.947,-0.155
1568490806814,2019-09-14T15:53:26.814,90.590,-0.408,0.967,-0.168
1568490806824,2019-09-14T15:53:26.824,90.600,-0.420,0.961,-0.177
1568490806834,2019-09-14T15:53:26.834,90.610,-0.433,0.944,-0.180
1568490806844,2019-09-14T15:53:26.844,90.620,-0.435,0.936,-0.177
1568490806854,2019-09-14T15:53:26.854,90.630,-0.432,0.928,-0.170
1568490806864,2019-09-14T15:53:26.864,90.640,-0.432,0.892,-0.167
1568490806874,2019-09-14T15:53:26.874,90.650,-0.423,0.872,-0.158
1568490806884,2019-09-14T15:53:26.884,90.660,-0.399,0.890,-0.159
1568490806894,2019-09-14T15:53:26.894,90.670,-0.385,0.894,-0.155
1568490806904,2019-09-14T15:53:26.904,90.680,-0.392,0.877,-0.148
1568490806914,2019-09-14T15:53:26.914,90.690,-0.400,0.850,-0.148
1568490806924,2019-09-14T15:53:26.924,90.700,-0.400,0.822,-0.137
1568490806934,2019-09-14T15:53:26.934,90.710,-0.384,0.801,-0.130
1568490806944,2019-09-14T15:53:26.944,90.720,-0.366,0.779,-0.125
1568490806954,2019-09-14T15:53:26.954,90.730,-0.360,0.752,-0.117
1568490806964,2019-09-14T15:53:26.964,90.740,-0.345,0.732,-0.114
1568490806974,2019-09-14T15:53:26.974,90.750,-0.315,0.743,-0.109
1568490806984,2019-09-14T15:53:26.984,90.760,-0.278,0.787,-0.100
1568490806994,2019-09-14T15:53:26.994,90.770,-0.263,0.828,-0.108
1568490807004,2019-09-14T15:53:27.004,90.780,-0.268,0.828,-0.115
1568490807014,2019-09-14T15:53:27.014,90.790,-0.274,0.811,-0.114
1568490807024,2019-09-14T15:53:27.024,90.800,-0.264,0.805,-0.115
1568490807034,2019-09-14T15:53:27.034,90.810,-0.249,0.791,-0.111
1568490807044,2019-09-14T15:53:27.044,90.820,-0.240,0.761,-0.114
1568490807054,2019-09-14T15:53:27.054,90.830,-0.250,0.734,-0.116
1568490807064,2019-09-14T15:53:27.064,90.840,-0.254,0.766,-0.112
1568490807074,2019-09-14T15:53:27.074,90.850,-0.243,0.851,-0.114
1568490807084,2019-09-14T15:53:27.084,90.860,-0.222,0.909,-0.117
1568490807094,2019-09-14T15:53:27.094,90.870,-0.214,0.898,-0.118
1568490807104,2019-09-14T15:53:27.104,90.880,-0.218,0.867,-0.118
1568490807114,2019-09-14T15:53:27.114,90.890,-0.216,0.857,-0.113
1568490807124,2019-09-14T15:53:27.124,90.900,-0.201,0.852,-0.107
1568490807134,2019-09-14T15:53:27.134,90.910,-0.188,0.832,-0.101
1568490807144,2019-09-14T15:53:27.144,90.920,-0.176,0.806,-0.094
1568490807154,2019-09-14T15:53:27.154,90.930,-0.156,0.793,-0.083
1568490807164,2019-09-14T15:53:27.164,90.940,-0.125,0.813,-0.075
1568490807174,2019-09-14T15:53:27.174,90.950,-0.109,0.839,-0.075
1568490807184,2019-09-14T15:53:27.184,90.960,-0.106,0.833,-0.072
1568490807194,2019-09-14T15:53:27.194,90.970,-0.097,0.822,-0.067
1568490807204,2019-09-14T15:53:27.204,90.980,-0.084,0.831,-0.064
1568490807214,2019-09-14T15:53:27.214,90.990,-0.065,0.843,-0.057
1568490807224,2019-09-14T15:53:27.224,91.000,-0.051,0.850,-0.051
1568490807234,2019-09-14T15:53:27.234,91.010,-0.038,0.855,-0.047
1568490807244,2019-09-14T15:53:27.244,91.020,-0.033,0.851,-0.043
1568490807254,2019-09-14T15:53:27.254,91.030,-0.042,0.848,-0.039
1568490807264,2019-09-14T15:53:27.264,91.040,-0.044,0.870,-0.035
1568490807274,2019-09-14T15:53:27.274,91.050,-0.036,0.899,-0.033
1568490807284,2019-09-14T15:53:27.284,91.060,-0.024,0.912,-0.031
1568490807294,2019-09-14T15:53:27.294,91.070,-0.026,0.913,-0.027
1568490807304,2019-09-14T15:53:27.304,91.080,-0.024,0.908,-0.025
1568490807314,2019-09-14T15:53:27.314,91.090,-0.015,0.910,-0.023
1568490807324,2019-09-14T15:53:27.324,91.100,-0.004,0.914,-0.024
1568490807334,2019-09-14T15:53:27.334,91.110,0.003,0.914,-0.019
1568490807344,2019-09-14T15:53:27.344,91.120,0.019,0.917,-0.017
1568490807354,2019-09-14T15:53:27.354,91.130,0.030,0.921,-0.015
1568490807364,2019-09-14T15:53:27.364,91.140,0.040,0.936,-0.011
1568490807374,2019-09-14T15:53:27.374,91.150,0.046,0.942,-0.011
1568490807384,2019-09-14T15:53:27.384,91.160,0.050,0.944,-0.013
1568490807394,2019-09-14T15:53:27.394,91.170,0.057,0.947,-0.011
1568490807404,2019-09-14T15:53:27.404,91.180,0.059,0.951,-0.011
1568490807414,2019-09-14T15:53:27.414,91.190,0.063,0.953,-0.008
1568490807424,2019-09-14T15:53:27.424,91.200,0.066,0.956,-0.005
1568490807434,2019-09-14T15:53:27.434,91.210,0.071,0.965,-0.004
1568490807444,2019-09-14T15:53:27.444,91.220,0.065,0.972,-0.001
1568490807454,2019-09-14T15:53:27.454,91.230,0.046,0.968,-0.003
1568490807464,2019-09-14T15:53:27.464,91.240,0.036,0.968,-0.003
1568490807474,2019-09-14T15:53:27.474,91.250,0.029,0.968,-0.001
1568490807484,2019-09-14T15:53:27.484,91.260,0.018,0.958,-0.002
1568490807494,2019-09-14T15:53:27.494,91.270,0.013,0.959,-0.002
1568490807504,2019-09-14T15:53:27.504,91.280,0.010,0.958,-0.001
1568490807514,2019-09-14T15:53:27.514,91.290,0.008,0.953,0.002
1568490807524,2019-09-14T15:53:27.524,91.300,0.003,0.957,0.002
1568490807534,2019-09-14T15:53:27.534,91.310,0.008,0.970,0.000
1568490807544,2019-09-14T15:53:27.544,91.320,0.014,0.981,-0.003
1568490807554,2019-09-14T15:53:27.554,91.330,0.009,0.986,-0.005
1568490807564,2019-09-14T15:53:27.564,91.340,0.015,0.993,-0.006
1568490807574,2019-09-14T15:53:27.574,91.350,0.019,1.003,-0.003
1568490807584,2019-09-14T15:53:27.584,91.360,0.024,1.009,-0.007
1568490807594,2019-09-14T15:53:27.594,91.370,0.034,1.007,-0.008
1568490807604,2019-09-14T15:53:27.604,91.380,0.043,1.002,-0.010
1568490807614,2019-09-14T15:53:27.614,91.390,0.055,0.998,-0.008
1568490807624,2019-09-14T15:53:27.624,91.400,0.063,0.996,-0.009
1568490807634,2019-09-14T15:53:27.634,91.410,0.073,0.999,-0.009
1568490807644,2019-09-14T15:53:27.644,91.420,0.086,1.007,-0.012
1568490807654,2019-09-14T15:53:27.654,91.430,0.094,1.009,-0.016
1568490807664,2019-09-14T15:53:27.664,91.440,0.107,1.006,-0.012
1568490807674,2019-09-14T15:53:27.674,91.450,0.119,1.003,-0.012
1568490807684,2019-09-14T15:53:27.684,91.460,0.130,1.000,-0.011
1568490807694,2019-09-14T15:53:27.694,91.470,0.148,0.998,-0.009
1568490807704,2019-09-14T15:53:27.704,91.480,0.163,0.996,-0.007
1568490807714,2019-09-14T15:53:27.714,91.490,0.167,0.986,-0.007
1568490807724,2019-09-14T15:53:27.724,91.500,0.167,0.977,-0.004
1568490807734,2019-09-14T15:53:27.734,91.510,0.170,0.971,0.002
1568490807744,2019-09-14T15:53:27.744,91.520,0.170,0.963,0.002
1568490807754,2019-09-14T15:53:27.754,91.530,0.169,0.962,0.005
1568490807764,2019-09-14T15:53:27.764,91.540,0.172,0.966,0.012
1568490807774,2019-09-14T15:53:27.774,91.550,0.181,0.973,0.014
1568490807784,2019-09-14T15:53:27.784,91.560,0.179,0.973,0.014
1568490807794,2019-09-14T15:53:27.794,91.570,0.180,0.966,0.014
1568490807804,2019-09-14T15:53:27.804,91.580,0.181,0.965,0.015
1568490807814,2019-09-14T15:53:27.814,91.590,0.186,0.966,0.016
1568490807824,2019-09-14T15:53:27.824,91.600,0.190,0.960,0.015
1568490807834,2019-09-14T15:53:27.834,91.610,0.195,0.962,0.015
1568490807844,2019-09-14T15:53:27.844,91.620,0.200,0.962,0.015
1568490807854,2019-09-14T15:53:27.854,91.630,0.205,0.958,0.017
1568490807864,2019-09-14T15:53:27.864,91.640,0.206,0.955,0.015
1568490807874,2019-09-14T15:53:27.874,91.650,0.209,0.953,0.014
1568490807884,2019-09-14T15:53:27.884,91.660,0.212,0.952,0.016
1568490807894,2019-09-14T15:53:27.894,91.670,0.216,0.949,0.013
1568490807904,2019-09-14T15:53:27.904,91.680,0.219,0.953,0.012
1568490807914,2019-09-14T15:53:27.914,91.690,0.225,0.956,0.012
1568490807924,2019-09-14T15:53:27.924,91.700,0.227,0.950,0.014
1568490807934,2019-09-14T15:53:27.934,91.710,0.229,0.945,0.012
1568490807944,2019-09-14T15:53:27.944,91.720,0.236,0.940,0.013
1568490807954,2019-09-14T15:53:27.954,91.730,0.233,0.939,0.012
1568490807964,2019-09-14T15:53:27.964,91.740,0.234,0.936,0.011
1568490807974,2019-09-14T15:53:27.974,91.750,0.236,0.935,0.011
1568490807984,2019-09-14T15:53:27.984,91.760,0.239,0.938,0.012
1568490807994,2019-09-14T15:53:27.994,91.770,0.241,0.940,0.012
1568490808004,2019-09-14T15:53:28.004,91.780,0.240,0.943,0.012
1568490808014,2019-09-14T15:53:28.014,91.790,0.236,0.942,0.010
1568490808024,2019-09-14T15:53:28.024,91.800,0.236,0.939,0.010
1568490808034,2019-09-14T15:53:28.034,91.810,0.237,0.935,0.011
1568490808044,2019-09-14T15:53:28.044,91.820,0.234,0.931,0.012
1568490808054,2019-09-14T15:53:28.054,91.830,0.229,0.932,0.013
1568490808064,2019-09-14T15:53:28.064,91.840,0.229,0.941,0.015
1568490808074,2019-09-14T15:53:28.074,91.850,0.226,0.950,0.016
1568490808084,2019-09-14T15:53:28.084,91.860,0.218,0.944,0.016
1568490808094,2019-09-14T15:53:28.094,91.870,0.212,0.941,0.013
1568490808104,2019-09-14T15:53:28.104,91.880,0.210,0.941,0.017
1568490808114,2019-09-14T15:53:28.114,91.890,0.209,0.942,0.019
1568490808124,2019-09-14T15:53:28.124,91.900,0.208,0.945,0.017
1568490808134,2019-09-14T15:53:28.134,91.910,0.209,0.947,0.018
1568490808144,2019-09-14T15:53:28.144,91.920,0.211,0.946,0.019
1568490808154,2019-09-14T15:53:28.154,91.930,0.206,0.948,0.018
1568490808164,2019-09-14T15:53:28.164,91.940,0.210,0.955,0.021
1568490808174,2019-09-14T15:53:28.174,91.950,0.206,0.964,0.022
1568490808184,2019-09-14T15:53:28.184,91.960,0.204,0.966,0.021
1568490808194,2019-09-14T15:53:28.194,91.970,0.202,0.964,0.024
1568490808204,2019-09-14T15:53:28.204,91.980,0.204,0.962,0.024
1568490808214,2019-09-14T15:53:28.214,91.990,0.204,0.963,0.022
1568490808224,2019-09-14T15:53:28.224,92.000,0.205,0.960,0.023
1568490808234,2019-09-14T15:53:28.234,92.010,0.205,0.959,0.025
1568490808244,2019-09-14T15:53:28.244,92.020,0.201,0.959,0.028
1568490808254,2019-09-14T15:53:28.254,92.030,0.201,0.957,0.026
1568490808264,2019-09-14T15:53:28.264,92.040,0.197,0.953,0.024
1568490808274,2019-09-14T15:53:28.274,92.050,0.195,0.954,0.023
1568490808284,2019-09-14T15:53:28.284,92.060,0.193,0.960,0.022
1568490808294,2019-09-14T15:53:28.294,92.070,0.195,0.966,0.021
1568490808304,2019-09-14T15:53:28.304,92.080,0.197,0.968,0.019
1568490808314,2019-09-14T15:53:28.314,92.090,0.199,0.974,0.019
1568490808324,2019-09-14T15:53:28.324,92.100,0.201,0.973,0.017
1568490808334,2019-09-14T15:53:28.334,92.110,0.203,0.971,0.015
1568490808344,2019-09-14T15:53:28.344,92.120,0.207,0.969,0.014
1568490808354,2019-09-14T15:53:28.354,92.130,0.212,0.966,0.013
1568490808364,2019-09-14T15:53:28.364,92.140,0.215,0.963,0.013
1568490808374,2019-09-14T15:53:28.374,92.150,0.219,0.961,0.012
1568490808384,2019-09-14T15:53:28.384,92.160,0.224,0.957,0.008
1568490808394,2019-09-14T15:53:28.394,92.170,0.227,0.952,0.010
1568490808404,2019-09-14T15:53:28.404,92.180,0.236,0.949,0.013
1568490808414,2019-09-14T15:53:28.414,92.190,0.241,0.944,0.013
1568490808424,2019-09-14T15:53:28.424,92.200,0.245,0.939,0.008
1568490808434,2019-09-14T15:53:28.434,92.210,0.254,0.934,0.011
1568490808444,2019-09-14T15:53:28.444,92.220,0.261,0.926,0.014
1568490808454,2019-09-14T15:53:28.454,92.230,0.266,0.921,0.016
1568490808464,2019-09-14T15:53:28.464,92.240,0.272,0.913,0.016
1568490808474,2019-09-14T15:53:28.474,92.250,0.273,0.903,0.019
1568490808484,2019-09-14T15:53:28.484,92.260,0.281,0.901,0.017
1568490808494,2019-09-14T15:53:28.494,92.270,0.288,0.904,0.020
1568490808504,2019-09-14T15:53:28.504,92.280,0.297,0.908,0.024
1568490808514,2019-09-14T15:53:28.514,92.290,0.299,0.907,0.023
1568490808524,2019-09-14T15:53:28.524,92.300,0.306,0.907,0.027
1568490808534,2019-09-14T15:53:28.534,92.310,0.312,0.912,0.033
1568490808544,2019-09-14T15:53:28.544,92.320,0.309,0.908,0.038
1568490808554,2019-09-14T15:53:28.554,92.330,0.306,0.896,0.043
1568490808564,2019-09-14T15:53:28.564,92.340,0.311,0.890,0.049
1568490808574,2019-09-14T15:53:28.574,92.350,0.321,0.898,0.057
1568490808584,2019-09-14T15:53:28.584,92.360,0.333,0.909,0.061
1568490808594,2019-09-14T15:53:28.594,92.370,0.346,0.912,0.064
1568490808604,2019-09-14T15:53:28.604,92.380,0.354,0.912,0.064
1568490808614,2019-09-14T15:53:28.614,92.390,0.358,0.911,0.067
1568490808624,2019-09-14T15:53:28.624,92.400,0.359,0.895,0.069
1568490808634,2019-09-14T15:53:28.634,92.410,0.361,0.886,0.069
1568490808644,2019-09-14T15:53:28.644,92.420,0.358,0.883,0.069
1568490808654,2019-09-14T15:53:28.654,92.430,0.353,0.877,0.067
