epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568490779378,2019-09-14T15:52:59.378,63.230,-3.720,7.866,43.476
1568490779388,2019-09-14T15:52:59.388,63.240,-3.110,7.317,42.561
1568490779398,2019-09-14T15:52:59.398,63.250,-2.500,6.707,41.524
1568490779408,2019-09-14T15:52:59.408,63.260,-2.256,6.159,40.488
1568490779418,2019-09-14T15:52:59.418,63.270,-2.195,5.610,39.268
1568490779428,2019-09-14T15:52:59.428,63.280,-2.317,5.122,37.622
1568490779438,2019-09-14T15:52:59.438,63.290,-2.195,4.329,35.671
1568490779448,2019-09-14T15:52:59.448,63.300,-1.890,3.537,33.720
1568490779458,2019-09-14T15:52:59.458,63.310,-1.890,2.561,32.134
1568490779468,2019-09-14T15:52:59.468,63.320,-1.829,1.524,30.610
1568490779478,2019-09-14T15:52:59.478,63.330,-1.341,0.183,29.207
1568490779488,2019-09-14T15:52:59.488,63.340,-0.732,-1.280,27.561
1568490779498,2019-09-14T15:52:59.498,63.350,0.000,-2.927,25.854
1568490779508,2019-09-14T15:52:59.508,63.360,0.183,-4.268,24.268
1568490779518,2019-09-14T15:52:59.518,63.370,0.000,-5.366,22.500
1568490779528,2019-09-14T15:52:59.528,63.380,0.244,-6.829,20.610
1568490779538,2019-09-14T15:52:59.538,63.390,0.671,-8.171,19.268
1568490779548,2019-09-14T15:52:59.548,63.400,1.037,-9.390,18.171
1568490779558,2019-09-14T15:52:59.558,63.410,0.976,-10.488,17.439
1568490779568,2019-09-14T15:52:59.568,63.420,1.037,-11.524,16.951
1568490779578,2019-09-14T15:52:59.578,63.430,1.280,-12.378,16.768
1568490779588,2019-09-14T15:52:59.588,63.440,1.585,-13.110,16.646
1568490779598,2019-09-14T15:52:59.598,63.450,2.073,-13.720,16.585
1568490779608,2019-09-14T15:52:59.608,63.460,2.561,-14.390,16.524
1568490779618,2019-09-14T15:52:59.618,63.470,3.110,-14.878,16.280
1568490779628,2019-09-14T15:52:59.628,63.480,3.780,-15.183,15.976
1568490779638,2019-09-14T15:52:59.638,63.490,4.329,-15.427,15.305
1568490779648,2019-09-14T15:52:59.648,63.500,4.878,-15.671,14.695
1568490779658,2019-09-14T15:52:59.658,63.510,5.244,-15.671,14.146
1568490779668,2019-09-14T15:52:59.668,63.520,5.305,-15.366,13.780
1568490779678,2019-09-14T15:52:59.678,63.530,4.939,-14.939,13.780
1568490779688,2019-09-14T15:52:59.688,63.540,4.451,-14.207,13.963
1568490779698,2019-09-14T15:52:59.698,63.550,3.841,-13.476,14.024
1568490779708,2019-09-14T15:52:59.708,63.560,2.683,-12.378,14.451
1568490779718,2019-09-14T15:52:59.718,63.570,1.098,-11.098,15.244
1568490779728,2019-09-14T15:52:59.728,63.580,-0.549,-9.878,16.341
1568490779738,2019-09-14T15:52:59.738,63.590,-2.439,-8.537,17.561
1568490779748,2019-09-14T15:52:59.748,63.600,-4.085,-7.256,18.841
1568490779758,2019-09-14T15:52:59.758,63.610,-5.732,-6.037,20.366
1568490779768,2019-09-14T15:52:59.768,63.620,-7.378,-4.817,22.134
1568490779778,2019-09-14T15:52:59.778,63.630,-8.659,-3.780,23.841
1568490779788,2019-09-14T15:52:59.788,63.640,-9.390,-2.866,25.366
1568490779798,2019-09-14T15:52:59.798,63.650,-9.756,-1.951,26.951
1568490779808,2019-09-14T15:52:59.808,63.660,-10.427,-0.976,28.598
1568490779818,2019-09-14T15:52:59.818,63.670,-10.915,-0.061,30.183
1568490779828,2019-09-14T15:52:59.828,63.680,-10.915,0.915,31.341
1568490779838,2019-09-14T15:52:59.838,63.690,-10.793,1.951,32.317
1568490779848,2019-09-14T15:52:59.848,63.700,-10.549,2.866,32.988
1568490779858,2019-09-14T15:52:59.858,63.710,-10.183,3.780,33.293
1568490779868,2019-09-14T15:52:59.868,63.720,-10.000,4.695,33.232
1568490779878,2019-09-14T15:52:59.878,63.730,-9.817,5.732,32.988
1568490779888,2019-09-14T15:52:59.888,63.740,-9.695,6.585,32.378
1568490779898,2019-09-14T15:52:59.898,63.750,-9.695,7.561,31.463
1568490779908,2019-09-14T15:52:59.908,63.760,-9.756,8.537,30.183
1568490779918,2019-09-14T15:52:59.918,63.770,-9.512,9.329,28.598
1568490779928,2019-09-14T15:52:59.928,63.780,-9.329,10.000,26.951
1568490779938,2019-09-14T15:52:59.938,63.790,-9.024,10.549,25.122
1568490779948,2019-09-14T15:52:59.948,63.800,-8.659,10.854,23.537
1568490779958,2019-09-14T15:52:59.958,63.810,-8.171,11.341,22.256
1568490779968,2019-09-14T15:52:59.968,63.820,-7.988,11.829,20.915
1568490779978,2019-09-14T15:52:59.978,63.830,-7.866,12.195,19.878
1568490779988,2019-09-14T15:52:59.988,63.840,-7.622,12.500,18.780
1568490779998,2019-09-14T15:52:59.998,63.850,-7.317,12.744,17.683
1568490780008,2019-09-14T15:53:00.008,63.860,-6.829,12.683,16.463
1568490780018,2019-09-14T15:53:00.018,63.870,-6.220,12.378,15.122
1568490780028,2019-09-14T15:53:00.028,63.880,-5.488,11.829,13.354
1568490780038,2019-09-14T15:53:00.038,63.890,-4.512,10.976,11.585
1568490780048,2019-09-14T15:53:00.048,63.900,-3.415,9.878,9.695
1568490780058,2019-09-14T15:53:00.058,63.910,-2.256,8.659,7.927
1568490780068,2019-09-14T15:53:00.068,63.920,-1.159,7.256,6.402
1568490780078,2019-09-14T15:53:00.078,63.930,0.000,5.915,4.939
1568490780088,2019-09-14T15:53:00.088,63.940,0.793,4.512,3.963
1568490780098,2019-09-14T15:53:00.098,63.950,1.159,3.354,3.415
1568490780108,2019-09-14T15:53:00.108,63.960,1.220,2.500,3.110
1568490780118,2019-09-14T15:53:00.118,63.970,0.976,1.646,3.049
1568490780128,2019-09-14T15:53:00.128,63.980,0.915,0.915,3.110
1568490780138,2019-09-14T15:53:00.138,63.990,0.732,0.366,3.354
1568490780148,2019-09-14T15:53:00.148,64.000,0.244,-0.061,3.659
1568490780158,2019-09-14T15:53:00.158,64.010,-0.061,-0.488,3.720
1568490780168,2019-09-14T15:53:00.168,64.020,-0.244,-0.793,3.780
1568490780178,2019-09-14T15:53:00.178,64.030,-0.671,-0.732,3.780
1568490780188,2019-09-14T15:53:00.188,64.040,-1.037,-0.793,3.537
1568490780198,2019-09-14T15:53:00.198,64.050,-1.341,-0.732,3.537
1568490780208,2019-09-14T15:53:00.208,64.060,-1.768,-0.427,3.415
1568490780218,2019-09-14T15:53:00.218,64.070,-2.256,-0.183,3.293
1568490780228,2019-09-14T15:53:00.228,64.080,-2.439,0.000,3.049
1568490780238,2019-09-14T15:53:00.238,64.090,-2.500,0.183,2.744
1568490780248,2019-09-14T15:53:00.248,64.100,-2.622,0.366,2.683
1568490780258,2019-09-14T15:53:00.258,64.110,-2.683,0.610,2.439
1568490780268,2019-09-14T15:53:00.268,64.120,-2.622,0.793,2.195
1568490780278,2019-09-14T15:53:00.278,64.130,-2.378,0.976,2.073
1568490780288,2019-09-14T15:53:00.288,64.140,-2.317,1.220,2.012
1568490780298,2019-09-14T15:53:00.298,64.150,-2.195,1.463,1.768
1568490780308,2019-09-14T15:53:00.308,64.160,-2.073,1.768,1.768
1568490780318,2019-09-14T15:53:00.318,64.170,-1.890,1.951,1.768
1568490780328,2019-09-14T15:53:00.328,64.180,-1.707,2.195,2.012
1568490780338,2019-09-14T15:53:00.338,64.190,-1.768,2.439,2.195
1568490780348,2019-09-14T15:53:00.348,64.200,-1.646,2.683,2.256
1568490780358,2019-09-14T15:53:00.358,64.210,-1.463,2.866,2.378
1568490780368,2019-09-14T15:53:00.368,64.220,-1.402,2.927,2.439
1568490780378,2019-09-14T15:53:00.378,64.230,-1.280,2.988,2.561
1568490780388,2019-09-14T15:53:00.388,64.240,-1.220,3.049,2.561
1568490780398,2019-09-14T15:53:00.398,64.250,-0.915,2.988,2.378
1568490780408,2019-09-14T15:53:00.408,64.260,-0.549,2.927,2.012
1568490780418,2019-09-14T15:53:00.418,64.270,-0.061,2.683,1.951
1568490780428,2019-09-14T15:53:00.428,64.280,0.427,2.561,1.585
1568490780438,2019-09-14T15:53:00.438,64.290,0.854,2.317,1.341
1568490780448,2019-09-14T15:53:00.448,64.300,1.037,2.134,1.280
1568490780458,2019-09-14T15:53:00.458,64.310,1.280,1.951,0.976
1568490780468,2019-09-14T15:53:00.468,64.320,1.524,1.768,0.732
1568490780478,2019-09-14T15:53:00.478,64.330,1.707,1.402,0.488
1568490780488,2019-09-14T15:53:00.488,64.340,2.012,1.037,0.000
1568490780498,2019-09-14T15:53:00.498,64.350,2.195,0.793,-0.427
1568490780508,2019-09-14T15:53:00.508,64.360,2.256,0.488,-0.793
1568490780518,2019-09-14T15:53:00.518,64.370,2.256,0.244,-1.098
1568490780528,2019-09-14T15:53:00.528,64.380,2.378,-0.122,-1.402
1568490780538,2019-09-14T15:53:00.538,64.390,2.195,-0.366,-1.585
1568490780548,2019-09-14T15:53:00.548,64.400,2.256,-0.732,-1.646
1568490780558,2019-09-14T15:53:00.558,64.410,2.256,-1.037,-1.646
1568490780568,2019-09-14T15:53:00.568,64.420,1.951,-1.220,-1.585
1568490780578,2019-09-14T15:53:00.578,64.430,1.768,-1.463,-1.463
1568490780588,2019-09-14T15:53:00.588,64.440,1.707,-1.585,-1.159
1568490780598,2019-09-14T15:53:00.598,64.450,1.341,-1.524,-0.732
1568490780608,2019-09-14T15:53:00.608,64.460,1.341,-1.707,-0.305
1568490780618,2019-09-14T15:53:00.618,64.470,1.463,-1.829,0.000
1568490780628,2019-09-14T15:53:00.628,64.480,1.341,-2.012,0.183
1568490780638,2019-09-14T15:53:00.638,64.490,1.037,-2.012,0.000
1568490780648,2019-09-14T15:53:00.648,64.500,0.854,-2.134,-0.366
1568490780658,2019-09-14T15:53:00.658,64.510,0.366,-2.012,-0.976
1568490780668,2019-09-14T15:53:00.668,64.520,-0.305,-1.646,-2.073
1568490780678,2019-09-14T15:53:00.678,64.530,-0.793,-1.341,-3.293
1568490780688,2019-09-14T15:53:00.688,64.540,-1.220,-1.159,-4.451
1568490780698,2019-09-14T15:53:00.698,64.550,-1.646,-0.915,-5.549
1568490780708,2019-09-14T15:53:00.708,64.560,-1.768,-0.610,-6.463
1568490780718,2019-09-14T15:53:00.718,64.570,-1.829,-0.244,-7.195
1568490780728,2019-09-14T15:53:00.728,64.580,-1.829,-0.061,-7.988
1568490780738,2019-09-14T15:53:00.738,64.590,-1.890,0.305,-8.841
1568490780748,2019-09-14T15:53:00.748,64.600,-1.829,0.793,-9.756
1568490780758,2019-09-14T15:53:00.758,64.610,-2.012,1.280,-10.671
1568490780768,2019-09-14T15:53:00.768,64.620,-1.829,1.646,-11.585
1568490780778,2019-09-14T15:53:00.778,64.630,-1.341,1.829,-12.683
1568490780788,2019-09-14T15:53:00.788,64.640,-0.366,1.890,-13.963
1568490780798,2019-09-14T15:53:00.798,64.650,0.488,1.829,-15.488
1568490780808,2019-09-14T15:53:00.808,64.660,0.854,2.073,-17.134
1568490780818,2019-09-14T15:53:00.818,64.670,0.366,2.561,-18.598
1568490780828,2019-09-14T15:53:00.828,64.680,-0.366,3.171,-20.122
1568490780838,2019-09-14T15:53:00.838,64.690,-0.549,3.659,-21.890
1568490780848,2019-09-14T15:53:00.848,64.700,-0.488,3.841,-23.598
1568490780858,2019-09-14T15:53:00.858,64.710,-1.037,4.085,-24.878
1568490780868,2019-09-14T15:53:00.868,64.720,-2.012,4.329,-25.732
1568490780878,2019-09-14T15:53:00.878,64.730,-2.317,4.146,-26.280
1568490780888,2019-09-14T15:53:00.888,64.740,-1.341,3.537,-27.073
1568490780898,2019-09-14T15:53:00.898,64.750,-0.671,2.744,-27.378
1568490780908,2019-09-14T15:53:00.908,64.760,0.061,1.768,-27.195
1568490780918,2019-09-14T15:53:00.918,64.770,1.951,0.610,-26.951
1568490780928,2019-09-14T15:53:00.928,64.780,3.476,-0.305,-26.159
1568490780938,2019-09-14T15:53:00.938,64.790,4.329,-0.793,-24.695
1568490780948,2019-09-14T15:53:00.948,64.800,5.000,-1.037,-23.110
1568490780958,2019-09-14T15:53:00.958,64.810,5.488,-0.854,-22.073
1568490780968,2019-09-14T15:53:00.968,64.820,5.000,0.000,-21.280
1568490780978,2019-09-14T15:53:00.978,64.830,4.024,1.037,-20.976
1568490780988,2019-09-14T15:53:00.988,64.840,3.049,1.951,-21.402
1568490780998,2019-09-14T15:53:00.998,64.850,3.049,2.561,-22.744
1568490781008,2019-09-14T15:53:01.008,64.860,3.659,2.866,-24.512
1568490781018,2019-09-14T15:53:01.018,64.870,4.390,2.988,-26.220
1568490781028,2019-09-14T15:53:01.028,64.880,5.610,2.622,-28.049
1568490781038,2019-09-14T15:53:01.038,64.890,7.195,1.829,-30.305
1568490781048,2019-09-14T15:53:01.048,64.900,9.024,0.915,-33.110
1568490781058,2019-09-14T15:53:01.058,64.910,10.549,0.122,-36.463
1568490781068,2019-09-14T15:53:01.068,64.920,12.195,-0.732,-40.366
1568490781078,2019-09-14T15:53:01.078,64.930,13.902,-1.768,-44.756
1568490781088,2019-09-14T15:53:01.088,64.940,15.000,-2.683,-49.390
1568490781098,2019-09-14T15:53:01.098,64.950,15.427,-3.537,-54.085
1568490781108,2019-09-14T15:53:01.108,64.960,15.549,-4.268,-58.659
1568490781118,2019-09-14T15:53:01.118,64.970,15.305,-4.634,-62.927
1568490781128,2019-09-14T15:53:01.128,64.980,14.512,-4.756,-67.195
1568490781138,2019-09-14T15:53:01.138,64.990,13.598,-5.000,-71.707
1568490781148,2019-09-14T15:53:01.148,65.000,13.171,-5.732,-76.707
1568490781158,2019-09-14T15:53:01.158,65.010,13.415,-6.585,-82.195
1568490781168,2019-09-14T15:53:01.168,65.020,13.476,-7.500,-88.293
1568490781178,2019-09-14T15:53:01.178,65.030,13.110,-8.415,-94.817
1568490781188,2019-09-14T15:53:01.188,65.040,13.354,-9.329,-101.707
1568490781198,2019-09-14T15:53:01.198,65.050,13.659,-10.000,-108.232
1568490781208,2019-09-14T15:53:01.208,65.060,13.049,-10.366,-113.963
1568490781218,2019-09-14T15:53:01.218,65.070,12.988,-10.732,-119.634
1568490781228,2019-09-14T15:53:01.228,65.080,13.171,-11.037,-124.756
1568490781238,2019-09-14T15:53:01.238,65.090,12.134,-10.915,-128.780
1568490781248,2019-09-14T15:53:01.248,65.100,11.524,-10.610,-132.439
1568490781258,2019-09-14T15:53:01.258,65.110,11.463,-10.366,-136.159
1568490781268,2019-09-14T15:53:01.268,65.120,11.098,-9.939,-139.756
1568490781278,2019-09-14T15:53:01.278,65.130,10.549,-9.329,-143.110
1568490781288,2019-09-14T15:53:01.288,65.140,10.000,-8.537,-144.939
1568490781298,2019-09-14T15:53:01.298,65.150,8.537,-7.134,-144.207
1568490781308,2019-09-14T15:53:01.308,65.160,7.134,-6.037,-142.073
1568490781318,2019-09-14T15:53:01.318,65.170,6.951,-5.732,-139.634
1568490781328,2019-09-14T15:53:01.328,65.180,7.439,-5.671,-137.256
1568490781338,2019-09-14T15:53:01.338,65.190,8.902,-6.037,-135.549
1568490781348,2019-09-14T15:53:01.348,65.200,11.341,-6.829,-134.573
1568490781358,2019-09-14T15:53:01.358,65.210,14.024,-7.256,-132.927
1568490781368,2019-09-14T15:53:01.368,65.220,13.963,-6.098,-128.780
1568490781378,2019-09-14T15:53:01.378,65.230,11.159,-3.902,-123.415
1568490781388,2019-09-14T15:53:01.388,65.240,9.146,-1.768,-118.659
1568490781398,2019-09-14T15:53:01.398,65.250,8.293,-0.305,-115.183
1568490781408,2019-09-14T15:53:01.408,65.260,7.500,0.854,-113.049
1568490781418,2019-09-14T15:53:01.418,65.270,6.890,1.646,-111.890
1568490781428,2019-09-14T15:53:01.428,65.280,7.073,1.951,-112.683
1568490781438,2019-09-14T15:53:01.438,65.290,9.329,0.915,-116.585
1568490781448,2019-09-14T15:53:01.448,65.300,12.256,-0.793,-119.695
1568490781458,2019-09-14T15:53:01.458,65.310,12.683,-1.951,-117.805
1568490781468,2019-09-14T15:53:01.468,65.320,10.915,-2.195,-112.683
1568490781478,2019-09-14T15:53:01.478,65.330,10.854,-2.683,-107.988
1568490781488,2019-09-14T15:53:01.488,65.340,12.561,-3.598,-103.354
1568490781498,2019-09-14T15:53:01.498,65.350,13.293,-4.207,-97.317
1568490781508,2019-09-14T15:53:01.508,65.360,12.256,-4.146,-89.878
1568490781518,2019-09-14T15:53:01.518,65.370,11.402,-4.024,-82.744
1568490781528,2019-09-14T15:53:01.528,65.380,12.988,-4.512,-77.683
1568490781538,2019-09-14T15:53:01.538,65.390,15.305,-4.817,-72.927
1568490781548,2019-09-14T15:53:01.548,65.400,15.061,-3.963,-66.098
1568490781558,2019-09-14T15:53:01.558,65.410,12.012,-1.951,-56.524
1568490781568,2019-09-14T15:53:01.568,65.420,9.146,0.061,-47.317
1568490781578,2019-09-14T15:53:01.578,65.430,8.780,1.341,-41.037
1568490781588,2019-09-14T15:53:01.588,65.440,9.573,2.561,-37.134
1568490781598,2019-09-14T15:53:01.598,65.450,9.268,3.963,-33.171
1568490781608,2019-09-14T15:53:01.608,65.460,9.207,4.817,-29.329
1568490781618,2019-09-14T15:53:01.618,65.470,10.366,4.512,-25.183
1568490781628,2019-09-14T15:53:01.628,65.480,10.488,3.720,-18.902
1568490781638,2019-09-14T15:53:01.638,65.490,10.793,2.134,-13.049
1568490781648,2019-09-14T15:53:01.648,65.500,13.720,0.061,-11.280
1568490781658,2019-09-14T15:53:01.658,65.510,16.341,-1.280,-11.220
1568490781668,2019-09-14T15:53:01.668,65.520,16.341,-0.976,-10.610
1568490781678,2019-09-14T15:53:01.678,65.530,15.671,-0.061,-10.671
1568490781688,2019-09-14T15:53:01.688,65.540,15.732,0.854,-11.524
1568490781698,2019-09-14T15:53:01.698,65.550,15.732,1.768,-12.439
1568490781708,2019-09-14T15:53:01.708,65.560,15.976,2.134,-12.988
1568490781718,2019-09-14T15:53:01.718,65.570,16.707,2.195,-12.561
1568490781728,2019-09-14T15:53:01.728,65.580,16.463,2.744,-10.427
1568490781738,2019-09-14T15:53:01.738,65.590,14.817,4.085,-6.768
1568490781748,2019-09-14T15:53:01.748,65.600,13.293,5.610,-2.927
1568490781758,2019-09-14T15:53:01.758,65.610,12.378,7.195,0.915
1568490781768,2019-09-14T15:53:01.768,65.620,10.488,8.841,5.305
1568490781778,2019-09-14T15:53:01.778,65.630,7.988,10.427,9.817
1568490781788,2019-09-14T15:53:01.788,65.640,6.159,11.402,14.695
1568490781798,2019-09-14T15:53:01.798,65.650,4.817,12.012,19.817
1568490781808,2019-09-14T15:53:01.808,65.660,3.354,11.890,25.366
1568490781818,2019-09-14T15:53:01.818,65.670,1.890,11.220,30.183
1568490781828,2019-09-14T15:53:01.828,65.680,1.037,10.366,33.598
1568490781838,2019-09-14T15:53:01.838,65.690,-0.244,9.817,36.585
1568490781848,2019-09-14T15:53:01.848,65.700,-1.890,9.268,40.000
1568490781858,2019-09-14T15:53:01.858,65.710,-2.622,8.476,43.293
1568490781868,2019-09-14T15:53:01.868,65.720,-2.622,7.500,45.915
1568490781878,2019-09-14T15:53:01.878,65.730,-2.744,6.707,48.171
1568490781888,2019-09-14T15:53:01.888,65.740,-2.683,5.854,50.305
1568490781898,2019-09-14T15:53:01.898,65.750,-2.622,5.122,52.378
1568490781908,2019-09-14T15:53:01.908,65.760,-2.866,4.695,54.329
1568490781918,2019-09-14T15:53:01.918,65.770,-2.439,3.841,55.671
1568490781928,2019-09-14T15:53:01.928,65.780,-1.829,3.049,56.707
1568490781938,2019-09-14T15:53:01.938,65.790,-3.293,3.110,58.659
1568490781948,2019-09-14T15:53:01.948,65.800,-5.000,3.354,60.610
1568490781958,2019-09-14T15:53:01.958,65.810,-5.244,3.171,62.378
1568490781968,2019-09-14T15:53:01.968,65.820,-5.671,2.683,64.878
1568490781978,2019-09-14T15:53:01.978,65.830,-6.280,2.256,68.293
1568490781988,2019-09-14T15:53:01.988,65.840,-6.159,1.524,71.768
1568490781998,2019-09-14T15:53:01.998,65.850,-6.707,0.915,75.366
1568490782008,2019-09-14T15:53:02.008,65.860,-8.415,0.183,78.780
1568490782018,2019-09-14T15:53:02.018,65.870,-9.451,-0.976,81.402
1568490782028,2019-09-14T15:53:02.028,65.880,-10.305,-2.744,83.963
1568490782038,2019-09-14T15:53:02.038,65.890,-11.524,-4.573,87.195
1568490782048,2019-09-14T15:53:02.048,65.900,-12.744,-5.976,91.037
1568490782058,2019-09-14T15:53:02.058,65.910,-13.354,-6.646,93.841
1568490782068,2019-09-14T15:53:02.068,65.920,-14.634,-6.463,96.098
1568490782078,2019-09-14T15:53:02.078,65.930,-16.707,-6.037,98.171
1568490782088,2019-09-14T15:53:02.088,65.940,-16.768,-6.829,99.939
1568490782098,2019-09-14T15:53:02.098,65.950,-16.220,-7.988,101.280
1568490782108,2019-09-14T15:53:02.108,65.960,-17.195,-8.780,102.439
1568490782118,2019-09-14T15:53:02.118,65.970,-17.866,-9.390,102.683
1568490782128,2019-09-14T15:53:02.128,65.980,-17.378,-10.244,102.439
1568490782138,2019-09-14T15:53:02.138,65.990,-17.256,-10.793,102.378
1568490782148,2019-09-14T15:53:02.148,66.000,-17.378,-10.549,102.134
1568490782158,2019-09-14T15:53:02.158,66.010,-17.683,-9.756,101.646
1568490782168,2019-09-14T15:53:02.168,66.020,-18.171,-8.902,101.159
1568490782178,2019-09-14T15:53:02.178,66.030,-18.598,-7.805,101.585
1568490782188,2019-09-14T15:53:02.188,66.040,-19.085,-6.768,102.439
1568490782198,2019-09-14T15:53:02.198,66.050,-17.744,-6.768,102.622
1568490782208,2019-09-14T15:53:02.208,66.060,-15.244,-7.134,102.317
1568490782218,2019-09-14T15:53:02.218,66.070,-13.841,-7.256,103.049
1568490782228,2019-09-14T15:53:02.228,66.080,-15.183,-6.646,105.488
1568490782238,2019-09-14T15:53:02.238,66.090,-19.695,-5.366,107.927
1568490782248,2019-09-14T15:53:02.248,66.100,-22.561,-5.122,107.134
1568490782258,2019-09-14T15:53:02.258,66.110,-20.793,-6.646,103.293
1568490782268,2019-09-14T15:53:02.268,66.120,-19.390,-7.866,99.695
1568490782278,2019-09-14T15:53:02.278,66.130,-22.317,-6.951,97.195
1568490782288,2019-09-14T15:53:02.288,66.140,-25.793,-5.244,94.146
1568490782298,2019-09-14T15:53:02.298,66.150,-26.707,-4.207,89.634
1568490782308,2019-09-14T15:53:02.308,66.160,-26.463,-3.415,85.000
1568490782318,2019-09-14T15:53:02.318,66.170,-25.732,-2.866,81.098
1568490782328,2019-09-14T15:53:02.328,66.180,-24.085,-2.683,77.622
1568490782338,2019-09-14T15:53:02.338,66.190,-21.768,-2.378,74.878
1568490782348,2019-09-14T15:53:02.348,66.200,-19.817,-2.134,72.988
1568490782358,2019-09-14T15:53:02.358,66.210,-18.354,-1.585,72.500
1568490782368,2019-09-14T15:53:02.368,66.220,-17.012,-0.976,72.622
1568490782378,2019-09-14T15:53:02.378,66.230,-15.854,-0.122,72.622
1568490782388,2019-09-14T15:53:02.388,66.240,-15.244,0.793,72.561
1568490782398,2019-09-14T15:53:02.398,66.250,-14.268,1.341,71.707
1568490782408,2019-09-14T15:53:02.408,66.260,-12.500,1.341,70.122
1568490782418,2019-09-14T15:53:02.418,66.270,-10.732,1.159,68.537
1568490782428,2019-09-14T15:53:02.428,66.280,-9.756,0.915,68.049
1568490782438,2019-09-14T15:53:02.438,66.290,-9.207,0.732,67.988
1568490782448,2019-09-14T15:53:02.448,66.300,-8.841,0.244,67.378
1568490782458,2019-09-14T15:53:02.458,66.310,-8.171,-0.488,66.220
1568490782468,2019-09-14T15:53:02.468,66.320,-7.256,-1.402,64.085
1568490782478,2019-09-14T15:53:02.478,66.330,-6.524,-2.195,60.915
1568490782488,2019-09-14T15:53:02.488,66.340,-5.854,-3.110,56.463
1568490782498,2019-09-14T15:53:02.498,66.350,-4.756,-4.024,51.220
1568490782508,2019-09-14T15:53:02.508,66.360,-4.146,-4.329,47.561
1568490782518,2019-09-14T15:53:02.518,66.370,-5.183,-3.415,47.439
1568490782528,2019-09-14T15:53:02.528,66.380,-7.256,-2.073,49.634
1568490782538,2019-09-14T15:53:02.538,66.390,-8.659,-1.098,51.890
1568490782548,2019-09-14T15:53:02.548,66.400,-8.720,-0.854,53.720
1568490782558,2019-09-14T15:53:02.558,66.410,-8.415,-0.854,55.488
1568490782568,2019-09-14T15:53:02.568,66.420,-7.927,-1.220,56.463
1568490782578,2019-09-14T15:53:02.578,66.430,-6.341,-2.195,55.671
1568490782588,2019-09-14T15:53:02.588,66.440,-3.780,-3.537,53.415
1568490782598,2019-09-14T15:53:02.598,66.450,-1.768,-4.634,50.122
